vt, 243.285, 296.409
v_wind, -9.20464, 4.55068
wspd, 0.0183906, 39.4636
theta, 297.271, 324.859
u_wind, -1.01665, 39.4107
pres, 375.6, 957.384
dz, -35.0958, -2.37086
dp, -65.6817, 6.98188
theta_e, 310.263, 322.336
rh, 0.235898, 86.9275
theta_v, 298.409, 321.72
tdry, -29.9, 22.7339
mr, 0.00961628, 6.5706
